0,0,AT,CN,IB,IR,OB,OT,RF,TB,UR,,class,guid,segment_no,equal
3,IR,0.13,0,0.26,0.34,0.02,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b301-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.35,0.02,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b31d-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.35,0.02,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b339-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.35,0.02,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b355-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.35,0.02,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b371-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b38d-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b3a9-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b3c5-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b3e1-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b3fd-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.37,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b419-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.13,0,0.26,0.36,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b435-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.13,0,0.26,0.36,0,0.01,0.04,0.02,0.18,,UR,5ebfad44-0000-b451-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.36,0,0.01,0.04,0.03,0.18,,UR,5ebfad44-0000-b46d-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.12,0,0.26,0.36,0,0,0.04,0.03,0.19,,UR,5ebfad44-0000-b489-3135-383936323031,xmed-Z4-SS9-1,0
3,IR,0.19,0,0.11,0.58,0,0.03,0.07,0,0.02,,IR,5ebfad44-0000-b4a5-3135-383936323031,xmed-Z4-SS9-1,1
3,IR,0.19,0,0.11,0.58,0,0.03,0.07,0,0.02,,IR,5ebfad44-0000-b4b1-3135-383936323031,xmed-Z4-SS9-1,1
0,AT,0.57,0,0.15,0.09,0,0.11,0.07,0,0.01,,IR,5ebfad44-0000-b4bd-3135-383936323031,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.11,0.08,0,0.23,0,0.43,,UR,5ebfad44-0001-1419-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-141d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.11,0.08,0,0.23,0,0.43,,UR,5ebfad44-0001-1421-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-1425-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.11,0.1,0,0.24,0,0.43,,UR,5ebfad44-0001-1429-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-142d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.1,0.11,0,0.24,0,0.43,,UR,5ebfad44-0001-1431-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-1435-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.11,0.07,0,0.24,0,0.43,,UR,5ebfad44-0001-1439-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-143d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.11,0.1,0,0.24,0,0.43,,UR,5ebfad44-0001-1441-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.14,0.59,0,0,,CN,5ebfad44-0001-1445-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.1,0.11,0,0.24,0,0.43,,UR,5ebfad44-0001-1449-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.12,0.61,0,0,,CN,5ebfad44-0001-144d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.1,0.11,0,0.24,0,0.43,,UR,5ebfad44-0001-1451-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.12,0.61,0,0,,CN,5ebfad44-0001-1455-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.11,0.1,0,0.24,0,0.43,,UR,5ebfad44-0001-1459-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.14,0.59,0,0,,CN,5ebfad44-0001-145d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.11,0.1,0,0.24,0,0.43,,UR,5ebfad44-0001-1461-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.14,0.59,0,0,,CN,5ebfad44-0001-1465-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.1,0.08,0,0.24,0,0.43,,UR,5ebfad44-0001-1469-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.12,0.61,0,0,,CN,5ebfad44-0001-146d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.1,0.08,0,0.24,0,0.43,,UR,5ebfad44-0001-1471-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.19,0,0,0,0.12,0.61,0,0,,CN,5ebfad44-0001-1475-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0,0,0.09,0.39,0.03,0.04,0.41,0,0.04,,IR,5ebfad44-0001-1479-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0,0,0.09,0.38,0.04,0.04,0.41,0,0.04,,IR,5ebfad44-0001-147d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.11,0.08,0,0.23,0,0.43,,UR,5ebfad44-0001-1481-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-1485-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.12,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-1489-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-148d-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-1491-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-1495-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-1499-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-149d-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-14a1-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-14a5-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-14a9-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-14ad-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-14b1-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-14b5-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-14b9-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-14bd-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.12,0.62,0,0,,CN,5ebfad44-0001-14c1-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.12,0.62,0,0,,CN,5ebfad44-0001-14c5-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.14,0.07,0.09,0,0.26,0,0.41,,UR,5ebfad44-0001-2329-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-232d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.11,0.07,0.11,0,0.27,0,0.42,,UR,5ebfad44-0001-2331-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-2335-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.14,0.09,0.08,0,0.25,0,0.41,,UR,5ebfad44-0001-2339-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-233d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.11,0.07,0.12,0,0.26,0,0.42,,UR,5ebfad44-0001-2341-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-2345-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.14,0.09,0.08,0,0.25,0,0.41,,UR,5ebfad44-0001-2349-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-234d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.11,0.09,0.1,0,0.26,0,0.42,,UR,5ebfad44-0001-2351-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-2355-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.13,0.09,0.08,0,0.25,0,0.42,,UR,5ebfad44-0001-2359-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.23,0,0.01,0,0.11,0.52,0,0.05,,CN,5ebfad44-0001-235d-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.04,0,0.13,0.1,0.08,0.02,0.24,0,0.39,,UR,5ebfad44-0001-2361-3135-383936323032,xmed-Z4-SS9-1,1
1,CN,0.03,0.36,0,0,0.03,0.3,0.21,0,0.07,,CN,5ebfad44-0001-2365-3135-383936323032,xmed-Z4-SS9-1,1
8,UR,0.02,0.01,0.03,0.11,0.11,0.06,0.08,0,0.58,,UR,5ebfad44-0001-2369-3135-383936323032,xmed-Z4-SS9-1,1
1,CN,0.01,0.77,0,0,0,0.19,0.02,0,0.01,,CN,5ebfad44-0001-236d-3135-383936323032,xmed-Z4-SS9-1,1
8,UR,0.03,0.01,0.03,0.13,0.11,0.06,0.08,0,0.55,,UR,5ebfad44-0001-2371-3135-383936323032,xmed-Z4-SS9-1,1
1,CN,0,0.81,0,0,0.01,0.17,0.01,0,0,,CN,5ebfad44-0001-2375-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.27,0.09,0,0.02,0,0.05,0.56,0,0.01,,CN,5ebfad44-0001-2379-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.25,0.09,0,0.01,0,0.05,0.59,0,0.01,,CN,5ebfad44-0001-237d-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.28,0.09,0.01,0.01,0,0.05,0.55,0,0.01,,CN,5ebfad44-0001-2381-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.14,0.09,0,0.01,0,0.05,0.71,0,0,,CN,5ebfad44-0001-2385-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.13,0.09,0,0,0,0.05,0.73,0,0,,CN,5ebfad44-0001-2389-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-238d-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-2391-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-2395-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-2399-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-239d-3135-383936323032,xmed-Z4-SS9-1,0
5,OT,0.02,0.29,0.03,0.01,0.02,0.53,0.07,0,0.03,,IR,5ebfad44-0001-23a1-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0,0,0.01,0,0,0.01,0.98,0,0,,IR,5ebfad44-0001-23a5-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.01,0.99,0,0,,IR,5ebfad44-0001-23a9-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.24,0,0.02,0.19,0,0.03,0.51,0,0.01,,IR,5ebfad44-0001-23ad-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.24,0.01,0.06,0.16,0,0.02,0.51,0,0,,RF,5ebfad44-0001-2f3d-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.24,0.01,0.06,0.15,0,0.02,0.52,0,0,,RF,5ebfad44-0001-2f41-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.24,0.01,0.06,0.15,0,0.02,0.52,0,0,,RF,5ebfad44-0001-2f45-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.18,0.01,0.1,0.14,0,0.06,0.51,0,0,,RF,5ebfad44-0001-2f49-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0,0,0.98,0,0,,RF,5ebfad44-0001-2f4d-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebfad44-0001-2f51-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0,0,0.98,0,0,,RF,5ebfad44-0001-2f55-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebfad44-0001-2f59-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.01,0,0,0.01,0.01,0,0.97,0,0,,RF,5ebfad44-0001-2f5d-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebfad44-0001-2f61-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0.01,0,0,0.99,0,0,,RF,5ebfad44-0001-2f65-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebfad44-0001-2f69-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.07,0,0.02,0,0,0.13,0.76,0,0.02,,RF,5ebfad44-0001-2f6d-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.06,0,0.02,0,0,0.12,0.78,0,0.02,,RF,5ebfad44-0001-2f71-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.07,0,0.01,0,0,0,0.9,0,0.02,,RF,5ebfad44-0001-2f75-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.07,0,0,0,0,0,0.91,0,0.02,,RF,5ebfad44-0001-2f79-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0,1,0,0,,RF,5ebfad44-0001-2f7d-3135-383936323032,xmed-Z4-SS9-1,1
8,UR,0.02,0,0.13,0.12,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-43ef-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-43f3-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.12,0.1,0,0.23,0,0.43,,UR,5ebfad44-0001-43f7-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-43fb-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.11,0.11,0,0.23,0,0.43,,UR,5ebfad44-0001-43ff-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-4403-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.11,0.11,0.1,0,0.23,0,0.43,,UR,5ebfad44-0001-4407-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-440b-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.14,0.11,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-440f-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4413-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.12,0.1,0,0.23,0,0.43,,UR,5ebfad44-0001-4417-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-441b-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.1,0.12,0.1,0,0.23,0,0.43,,UR,5ebfad44-0001-441f-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4423-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.13,0.12,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-4427-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-442b-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.14,0.11,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-442f-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4433-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.14,0.11,0.07,0,0.23,0,0.43,,UR,5ebfad44-0001-4437-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-443b-3135-383936323032,xmed-Z4-SS9-1,0
3,IR,0,0,0.09,0.4,0.03,0.04,0.4,0,0.04,,IR,5ebfad44-0001-443f-3135-383936323032,xmed-Z4-SS9-1,1
3,IR,0,0,0.1,0.4,0.03,0.04,0.4,0,0.03,,IR,5ebfad44-0001-4443-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.09,0.18,0,0,0,0.15,0.58,0,0,,CN,5ebfad44-0001-4447-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-444b-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-444f-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-4453-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4457-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-445b-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-445f-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4463-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.13,0.61,0,0,,CN,5ebfad44-0001-4467-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.08,0.18,0,0,0,0.15,0.59,0,0,,CN,5ebfad44-0001-446b-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.11,0.1,0.1,0,0.25,0,0.41,,UR,5ebfad44-0001-4e8f-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-4e93-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.15,0.08,0.07,0,0.26,0,0.42,,UR,5ebfad44-0001-4e97-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-4e9b-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.15,0.08,0.07,0,0.26,0,0.42,,UR,5ebfad44-0001-4e9f-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-4ea3-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.11,0.1,0.1,0,0.25,0,0.41,,UR,5ebfad44-0001-4ea7-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.13,0.09,0,0,0,0.05,0.73,0,0,,CN,5ebfad44-0001-4eab-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.11,0.1,0.1,0,0.25,0,0.41,,UR,5ebfad44-0001-4eaf-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.12,0.09,0,0,0,0.05,0.74,0,0,,CN,5ebfad44-0001-4eb3-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.11,0.08,0.11,0,0.26,0,0.41,,UR,5ebfad44-0001-4eb7-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.13,0.09,0,0.01,0,0.05,0.72,0,0,,CN,5ebfad44-0001-4ebb-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.14,0.09,0.08,0,0.25,0,0.42,,UR,5ebfad44-0001-4ebf-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.14,0.1,0,0.02,0,0.06,0.68,0,0,,CN,5ebfad44-0001-4ec3-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.15,0.11,0.09,0,0.21,0,0.42,,UR,5ebfad44-0001-4ec7-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.13,0.1,0,0.03,0,0.06,0.68,0,0,,CN,5ebfad44-0001-4ecb-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.02,0,0.15,0.18,0.07,0,0.16,0,0.42,,UR,5ebfad44-0001-4ecf-3135-383936323032,xmed-Z4-SS9-1,1
0,AT,0.4,0.09,0.01,0.08,0,0.1,0.32,0,0,,CN,5ebfad44-0001-4ed3-3135-383936323032,xmed-Z4-SS9-1,0
8,UR,0.03,0,0.1,0.26,0.11,0,0.13,0,0.37,,UR,5ebfad44-0001-4ed7-3135-383936323032,xmed-Z4-SS9-1,1
0,AT,0.68,0.09,0,0.05,0,0.1,0.08,0,0,,CN,5ebfad44-0001-4edb-3135-383936323032,xmed-Z4-SS9-1,0
1,CN,0.03,0.28,0.03,0.06,0,0.23,0.26,0,0.11,,CN,5ebfad44-0001-4edf-3135-383936323032,xmed-Z4-SS9-1,1
6,RF,0.04,0.2,0.04,0.03,0,0.09,0.49,0,0.11,,CN,5ebfad44-0001-4ee3-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4ee7-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4eeb-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4eef-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4ef3-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4ef7-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4efb-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4eff-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.11,0.09,0,0,0,0.06,0.74,0,0,,CN,5ebfad44-0001-4f03-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.28,0,0,0.21,0,0.05,0.46,0,0,,IR,5ebfad44-0001-4f07-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.14,0,0,0.05,0.01,0.01,0.79,0,0,,IR,5ebfad44-0001-4f0b-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.01,0,0,0,0,0.01,0.98,0,0,,IR,5ebfad44-0001-4f0f-3135-383936323032,xmed-Z4-SS9-1,0
6,RF,0.01,0.06,0.05,0.14,0.04,0.31,0.35,0,0.04,,IR,5ebfad44-0001-4f13-3135-383936323032,xmed-Z4-SS9-1,0
2,IB,0.02,0.01,0.94,0.03,0,0,0,0,0,,IB,5ebfad44-0001-606d-3135-383936323032,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.88,0.04,0.01,0,0.02,0,0,,IB,5ebfad44-0001-6085-3135-383936323032,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.86,0.06,0.01,0,0.01,0,0.01,,IB,5ebfad44-0001-60a1-3135-383936323032,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.85,0.06,0.01,0,0.02,0,0.01,,IB,5ebfad44-0001-60bd-3135-383936323032,xmed-Z4-SS9-1,1
2,IB,0.02,0,0.87,0.08,0,0,0.03,0,0,,IB,5ebfad44-0001-60d9-3135-383936323032,xmed-Z4-SS9-1,1
8,UR,0.02,0,0.04,0,0,0.09,0.02,0,0.83,,UR,5ebfad44-0001-6ce1-3135-383936323032,xmed-Z4-SS9-1,1
8,UR,0.13,0,0.09,0,0.01,0.14,0.02,0,0.61,,UR,5ebfad44-0001-6ce5-3135-383936323032,xmed-Z4-SS9-1,1
